batch_id,product_name,batch_start_time,labeled_family,labeled_color,batch_size_kg,processing_time_min,flush_needed,flush_time_min,total_time_min
WGC_00601,SikaGrout-212,2024-01-30 19:51:00,fine_white,black_fine,1614,60.2,False,0.0,60.2
WGC_01127,SikaRep-212,2024-01-30 20:39:00,coarse_grey,concrete,1773,53.3,True,16.9,70.1
WGC_00147,SikaGrout-212,2024-01-30 21:01:00,fine_white,off-white,1671,56.6,True,13.3,69.8
WGC_00020,SikaGrout-214,2024-01-31 08:05:00,coarse_grey,gray,1248,45.9,True,27.3,73.2
WGC_00895,SikaGrout-214,2024-01-31 09:02:00,coarse_grey,natural,1339,39.9,True,23.7,63.6
WGC_00462,SikaColor-201,2024-01-31 09:03:00,dark,anthracite,1513,49.4,True,22.1,71.5
WGC_00975,SikaTop-151,2024-01-31 09:49:00,fine_dark,black_fine,1473,54.8,False,0.0,54.8
WGC_00080,SikaGrout-315,2024-01-31 10:30:00,coarse_white,coarse_light,1825,58.5,True,17.2,75.7
WGC_01714,SikaTop-162,2024-01-31 11:29:00,coarse_white,light_coarse,1594,50.0,True,15.3,65.3
WGC_00754,SikaTop-162,2024-01-31 12:37:00,coarse_white,light_coarse,1509,53.1,True,16.0,69.1
WGC_00254,SikaTop-162,2024-01-31 12:37:00,coarse_white,black_fine,1455,52.2,True,15.4,67.6
WGC_00324,SikaGrout-315,2024-01-31 12:39:00,coarse_white,white,1245,48.0,False,0.0,48.0
WGC_01086,SikaTop-121,2024-01-31 13:31:00,fine_white,white,1286,46.5,False,0.0,46.5
WGC_00656,SikaRep-212,2024-01-31 14:47:00,coarse_grey,gray,934,42.9,True,22.0,64.8
WGC_00214,SikaTop-122,2024-01-31 15:07:00,fine_dark,cream,838,45.2,True,27.5,72.7
WGC_00955,SikaGrout-214,2024-01-31 15:37:00,fine_white,grey,1793,57.5,True,20.3,77.8
WGC_01016,SikaTop-141,2024-01-31 18:05:00,coarse_grey,dark_fine,1864,50.7,False,0.0,50.7
WGC_00332,SikaRep-212,2024-01-31 18:43:00,coarse_grey,gray,1780,54.9,False,0.0,54.9
WGC_00820,SikaRep-221,2024-01-31 20:46:00,fine_dark,dark,1341,49.5,True,15.5,65.0
WGC_00997,SikaColor-201,2024-01-31 20:58:00,dark,anthracite,1755,51.8,False,0.0,51.8
WGC_00134,SikaRep-315,2024-01-31 21:58:00,coarse_white,white,1494,44.9,False,0.0,44.9
WGC_01136,SikaTop-132,2024-02-01 07:40:00,coarse_grey,natural,928,40.0,True,11.0,51.0
WGC_00715,SikaGrout-315,2024-02-01 08:17:00,coarse_white,white_coarse,1473,47.9,True,13.2,61.1
WGC_01283,SikaTop-142,2024-02-01 09:18:00,dark,black,1935,63.4,True,18.0,81.4
WGC_01837,SikaTop-151,2024-02-01 10:42:00,fine_dark,natural,1761,46.7,True,11.0,57.7
WGC_01755,SikaTop-121,2024-02-01 11:20:00,fine_white,cream,1396,51.4,True,14.2,65.6
WGC_00009,SikaRep-315,2024-02-01 11:29:00,coarse_white,coarse_light,1320,52.9,True,12.0,64.9
WGC_01710,SikaTop-142,2024-02-01 11:36:00,dark,charcoal,1129,49.7,True,13.1,62.8
WGC_00705,SikaTop-142,2024-02-01 13:16:00,dark,dark_fine,1810,58.7,True,17.5,76.2
WGC_00659,SikaTop-141,2024-02-01 15:28:00,dark,gray,1771,53.8,True,13.7,67.5
WGC_01742,SikaTop-142,2024-02-01 16:17:00,dark,anthracite,1743,49.5,True,17.6,67.1
WGC_01096,SikaRep-221,2024-02-01 16:21:00,fine_dark,dark,875,52.4,True,26.8,79.2
WGC_01298,SikaTop-142,2024-02-01 19:12:00,dark,dark,1705,52.7,True,23.4,76.1
WGC_00089,SikaColor-201,2024-02-01 20:36:00,dark,dark,1968,55.3,True,14.3,69.6
WGC_01715,SikaTop-141,2024-02-01 20:46:00,dark,light,1707,53.4,True,13.4,66.8
WGC_01737,SikaGrout-214,2024-02-01 21:29:00,fine_white,grey,1738,49.5,True,30.0,79.5
WGC_00294,SikaTop-122,2024-02-02 06:47:00,fine_white,fine_black,1479,41.5,True,14.4,55.9
WGC_01794,SikaGrout-214,2024-02-02 11:46:00,coarse_grey,natural,1472,57.5,False,0.0,57.5
WGC_00556,SikaGrout-212,2024-02-02 12:39:00,fine_white,cream,1265,50.9,False,0.0,50.9
WGC_00748,SikaTop-151,2024-02-02 16:44:00,fine_dark,fine_black,1626,48.3,False,0.0,48.3
WGC_01800,SikaTop-141,2024-02-02 16:51:00,dark,anthracite,890,54.5,True,20.0,74.4
WGC_00081,SikaTop-152,2024-02-02 17:10:00,fine_dark,dark_fine,1772,49.7,True,26.2,75.9
WGC_01613,SikaTop-122,2024-02-02 19:19:00,fine_white,white,1549,61.5,True,18.9,80.4
WGC_00944,SikaTop-121,2024-02-02 21:31:00,fine_white,white,1530,42.0,True,20.7,62.7
WGC_01595,SikaRep-221,2024-02-03 07:17:00,fine_dark,dark_fine,598,43.8,True,15.6,59.4
WGC_00432,SikaRep-315,2024-02-03 08:01:00,coarse_white,dark,1455,50.2,True,20.9,71.1
WGC_00836,SikaTop-152,2024-02-03 09:02:00,coarse_white,black_fine,1369,48.4,True,19.6,68.0
WGC_00821,SikaGrout-212,2024-02-03 09:03:00,fine_white,off-white,1446,56.3,True,20.9,77.3
WGC_01627,SikaTop-141,2024-02-03 09:08:00,dark,anthracite,1848,58.3,True,22.1,80.5
WGC_01003,SikaTop-151,2024-02-03 09:20:00,coarse_grey,dark,1147,42.0,True,13.8,55.8
WGC_00455,SikaTop-151,2024-02-03 12:15:00,fine_dark,dark_fine,1079,54.5,True,26.8,81.3
WGC_00621,SikaTop-121,2024-02-03 13:23:00,fine_white,cream,1589,54.7,True,13.0,67.7
WGC_00264,SikaTop-162,2024-02-03 13:46:00,fine_dark,light_coarse,1343,53.7,True,15.2,68.9
WGC_00068,SikaRep-221,2024-02-03 13:53:00,fine_dark,black_fine,1426,45.5,False,0.0,45.5
WGC_00502,SikaColor-201,2024-02-03 15:29:00,dark,dark,1331,46.3,False,0.0,46.3
WGC_01403,SikaTop-142,2024-02-03 15:53:00,dark,black,1865,58.9,True,17.3,76.2
WGC_01440,SikaTop-141,2024-02-03 16:44:00,dark,charcoal,1455,47.9,True,16.0,63.9
WGC_01492,SikaRep-212,2024-02-03 20:54:00,coarse_grey,grey,1235,34.4,True,28.0,62.4
WGC_01832,SikaTop-151,2024-02-03 21:22:00,fine_dark,dark,1592,49.7,True,17.1,66.7
WGC_00590,SikaGrout-212,2024-02-03 21:41:00,fine_white,light,1409,56.9,False,0.0,56.9
WGC_00985,SikaRep-212,2024-02-03 22:04:00,coarse_grey,concrete,1437,59.9,True,10.1,70.0
WGC_01013,SikaTop-152,2024-02-04 06:21:00,fine_dark,black_fine,1288,48.5,True,11.9,60.4
WGC_01217,SikaTop-121,2024-02-04 06:42:00,fine_white,white,1556,52.7,True,26.5,79.1
WGC_01333,SikaRep-315,2024-02-04 09:01:00,coarse_white,black,1597,50.7,False,0.0,50.7
WGC_01360,SikaTop-151,2024-02-04 09:06:00,coarse_white,dark,1255,42.2,False,0.0,42.2
WGC_01088,SikaGrout-214,2024-02-04 09:15:00,coarse_grey,gray,1219,43.9,True,14.8,58.6
WGC_01603,SikaGrout-214,2024-02-04 09:52:00,coarse_grey,gray,1597,42.0,True,20.7,62.6
WGC_00971,SikaGrout-214,2024-02-04 10:01:00,coarse_grey,gray,1584,59.6,False,0.0,59.6
WGC_00645,SikaGrout-212,2024-02-04 13:35:00,fine_white,light,1809,46.5,True,28.8,75.3
WGC_00173,SikaTop-121,2024-02-04 15:58:00,fine_white,grey,1341,44.4,True,13.5,58.0
WGC_01019,SikaRep-221,2024-02-04 19:05:00,fine_dark,fine_black,1687,58.5,True,25.2,83.8
WGC_00074,SikaTop-151,2024-02-04 19:31:00,dark,black_fine,1463,53.3,True,29.3,82.7
WGC_00410,SikaColor-201,2024-02-04 22:04:00,dark,dark,1404,59.4,True,26.9,86.3
WGC_00728,SikaRep-212,2024-02-05 07:40:00,coarse_grey,grey,1131,48.8,True,17.9,66.7
WGC_01216,SikaTop-151,2024-02-05 08:21:00,coarse_grey,dark_fine,1843,54.5,True,14.0,68.5
WGC_00157,SikaGrout-315,2024-02-05 10:08:00,coarse_white,white_coarse,1600,47.3,True,20.4,67.7
WGC_01313,SikaRep-212,2024-02-05 10:18:00,coarse_white,concrete,1345,45.7,True,17.7,63.4
WGC_01813,SikaTop-121,2024-02-05 10:57:00,fine_white,light,1119,49.5,True,24.3,73.8
WGC_01308,SikaRep-212,2024-02-05 12:37:00,coarse_grey,gray,1516,53.0,True,22.1,75.1
WGC_01643,SikaGrout-212,2024-02-05 12:41:00,fine_white,charcoal,1866,48.3,False,0.0,48.3
WGC_00300,SikaTop-141,2024-02-05 12:59:00,dark,dark,1187,53.3,False,0.0,53.3
WGC_01541,SikaGrout-214,2024-02-05 14:05:00,coarse_grey,concrete,1558,56.3,True,20.3,76.6
WGC_00435,SikaGrout-214,2024-02-05 14:28:00,coarse_grey,light_coarse,1112,43.1,True,11.5,54.6
WGC_01168,SikaGrout-214,2024-02-05 15:42:00,coarse_grey,gray,1570,49.5,True,20.8,70.3
WGC_01575,SikaTop-152,2024-02-05 16:06:00,fine_dark,black,1577,53.2,True,21.6,74.8
WGC_01190,SikaTop-141,2024-02-05 16:41:00,dark,fine_black,1297,53.0,True,10.8,63.8
WGC_01382,SikaTop-151,2024-02-05 20:02:00,fine_dark,fine_black,1902,50.6,True,27.9,78.5
WGC_00644,SikaColor-201,2024-02-05 20:11:00,dark,black,1538,60.1,True,16.1,76.2
WGC_01828,SikaTop-141,2024-02-05 20:50:00,fine_dark,charcoal,1081,42.3,True,14.9,57.1
WGC_01103,SikaTop-141,2024-02-05 21:57:00,dark,dark,1308,47.2,True,10.4,57.6
WGC_01291,SikaTop-121,2024-02-06 07:08:00,fine_white,white,1433,43.6,True,21.9,65.5
WGC_00887,SikaTop-151,2024-02-06 08:06:00,fine_dark,grey,1356,44.2,False,0.0,44.2
WGC_00272,SikaTop-141,2024-02-06 08:22:00,dark,anthracite,1113,46.6,False,0.0,46.6
WGC_01651,SikaTop-152,2024-02-06 11:17:00,dark,fine_black,1304,48.2,True,14.7,62.8
WGC_00758,SikaRep-212,2024-02-06 11:29:00,coarse_grey,grey,1269,43.0,True,26.1,69.1
WGC_01361,SikaTop-121,2024-02-06 11:34:00,coarse_grey,off-white,2137,63.0,True,18.5,81.6
WGC_00372,SikaRep-212,2024-02-06 11:49:00,coarse_grey,natural,2221,57.1,True,24.0,81.1
WGC_01059,SikaRep-315,2024-02-06 12:05:00,coarse_white,white,1555,64.0,True,12.9,76.9
WGC_01275,SikaTop-152,2024-02-06 14:27:00,fine_dark,fine_black,1628,51.7,True,17.6,69.2
WGC_01004,SikaColor-201,2024-02-06 14:39:00,dark,charcoal,1196,50.5,True,21.9,72.4
WGC_01883,SikaTop-142,2024-02-06 15:54:00,dark,cream,1384,51.0,True,26.5,77.6
WGC_01765,SikaTop-162,2024-02-06 16:40:00,fine_white,white_coarse,1829,55.4,False,0.0,55.4
WGC_01149,SikaTop-122,2024-02-06 17:50:00,fine_white,white,1156,45.0,True,23.1,68.1
WGC_00106,SikaTop-142,2024-02-06 20:04:00,dark,black,1560,47.6,True,10.5,58.1
WGC_01706,SikaRep-221,2024-02-06 20:10:00,fine_dark,black,1560,50.2,True,10.7,60.9
WGC_00205,SikaTop-152,2024-02-06 20:14:00,fine_dark,black_fine,1242,45.5,True,11.3,56.8
WGC_00576,SikaGrout-315,2024-02-06 20:24:00,coarse_white,light_coarse,2065,63.4,False,0.0,63.4
WGC_00745,SikaTop-132,2024-02-07 07:44:00,coarse_grey,dark,1232,43.9,False,0.0,43.9
WGC_00582,SikaGrout-315,2024-02-07 08:16:00,coarse_white,white,1149,32.1,True,12.7,44.8
WGC_01713,SikaTop-141,2024-02-07 08:57:00,coarse_white,black,1212,40.4,True,21.3,61.7
WGC_01559,SikaRep-212,2024-02-07 13:21:00,coarse_grey,concrete,1466,50.8,True,16.6,67.4
WGC_00097,SikaTop-121,2024-02-07 13:23:00,fine_white,coarse_light,1122,50.8,True,29.1,79.9
WGC_00093,SikaTop-121,2024-02-07 13:25:00,fine_white,off-white,1367,40.3,True,11.6,51.9
WGC_00336,SikaGrout-212,2024-02-07 13:45:00,dark,grey,1450,50.2,True,16.7,66.9
WGC_01317,SikaTop-141,2024-02-07 14:35:00,coarse_grey,natural,2009,64.6,True,27.6,92.1
WGC_00917,SikaTop-141,2024-02-07 15:33:00,dark,concrete,1241,46.7,False,0.0,46.7
WGC_01494,SikaRep-221,2024-02-07 15:42:00,coarse_white,dark,1189,46.2,True,14.1,60.3
WGC_01378,SikaGrout-214,2024-02-07 18:10:00,coarse_grey,gray,1507,42.8,True,16.2,59.0
WGC_01117,SikaGrout-315,2024-02-07 18:25:00,fine_dark,white_coarse,1862,57.5,True,25.1,82.6
WGC_00879,SikaGrout-315,2024-02-07 19:48:00,coarse_white,coarse_light,783,42.5,True,13.3,55.7
WGC_01722,SikaColor-201,2024-02-07 20:21:00,dark,charcoal,1354,53.9,False,0.0,53.9
WGC_00760,SikaGrout-315,2024-02-07 21:08:00,dark,light_coarse,1421,39.2,True,14.5,53.7
WGC_00120,SikaTop-152,2024-02-07 22:45:00,fine_dark,black_fine,1705,50.5,True,17.8,68.3
WGC_00924,SikaRep-212,2024-02-08 06:47:00,coarse_grey,gray,1265,44.2,True,15.4,59.6
WGC_00244,SikaRep-212,2024-02-08 08:32:00,coarse_grey,gray,1741,51.6,True,17.2,68.9
WGC_00280,SikaTop-121,2024-02-08 09:59:00,fine_white,cream,1902,49.6,False,0.0,49.6
WGC_00775,SikaRep-212,2024-02-08 11:07:00,coarse_grey,concrete,1452,54.2,True,28.2,82.4
WGC_00499,SikaTop-142,2024-02-08 11:53:00,dark,charcoal,1218,46.5,True,22.8,69.3
WGC_00678,SikaTop-152,2024-02-08 12:23:00,fine_dark,fine_black,1825,50.4,True,21.4,71.8
WGC_01759,SikaRep-212,2024-02-08 12:35:00,coarse_grey,concrete,1331,50.4,True,10.2,60.6
WGC_00305,SikaTop-132,2024-02-08 14:03:00,coarse_grey,gray,1714,52.4,True,26.0,78.4
WGC_01947,SikaTop-151,2024-02-08 14:14:00,fine_dark,black_fine,1178,47.2,True,21.8,69.0
WGC_01463,SikaTop-121,2024-02-08 16:28:00,fine_white,off-white,1316,44.6,False,0.0,44.6
WGC_00757,SikaRep-315,2024-02-08 16:58:00,fine_white,coarse_light,1452,46.0,True,15.9,61.9
WGC_01530,SikaTop-152,2024-02-08 17:49:00,fine_dark,fine_black,1476,46.9,True,26.9,73.7
WGC_01923,SikaGrout-315,2024-02-08 18:12:00,coarse_white,white_coarse,1837,52.4,True,23.7,76.1
WGC_00073,SikaTop-122,2024-02-08 18:54:00,fine_white,light,1179,49.2,True,28.8,78.0
WGC_01674,SikaTop-121,2024-02-08 19:05:00,fine_white,cream,1606,46.7,True,29.6,76.3
WGC_00912,SikaTop-132,2024-02-08 21:07:00,coarse_grey,natural,1436,50.7,True,21.8,72.5
WGC_00911,SikaTop-142,2024-02-08 21:35:00,dark,dark,1163,42.0,True,22.0,64.0
WGC_00561,SikaRep-315,2024-02-08 21:50:00,coarse_white,white,2004,51.3,True,10.1,61.4
WGC_00123,SikaTop-142,2024-02-08 21:55:00,coarse_white,charcoal,962,42.4,True,16.6,59.0
WGC_01489,SikaTop-142,2024-02-09 06:51:00,dark,dark,1898,46.9,True,13.7,60.7
WGC_00179,SikaRep-315,2024-02-09 07:14:00,coarse_white,white_coarse,1417,37.7,False,0.0,37.7
WGC_00812,SikaRep-315,2024-02-09 07:57:00,coarse_white,light_coarse,1387,47.3,True,22.4,69.7
WGC_01781,SikaColor-201,2024-02-09 08:27:00,dark,black,1696,43.8,True,12.2,56.0
WGC_00201,SikaTop-122,2024-02-09 11:13:00,fine_white,light,1271,38.7,True,20.2,58.8
WGC_00876,SikaTop-152,2024-02-09 11:45:00,fine_dark,dark_fine,1110,40.0,False,0.0,40.0
WGC_01326,SikaTop-141,2024-02-09 11:56:00,dark,black,1533,52.9,True,24.6,77.4
WGC_01903,SikaTop-142,2024-02-09 12:25:00,fine_white,anthracite,1742,48.2,True,13.4,61.5
WGC_01810,SikaRep-315,2024-02-09 12:59:00,coarse_white,white_coarse,1675,49.9,True,12.6,62.5
WGC_00095,SikaRep-221,2024-02-09 14:14:00,coarse_grey,fine_black,1400,47.4,False,0.0,47.4
WGC_00357,SikaTop-132,2024-02-09 16:29:00,coarse_grey,concrete,1287,44.5,True,10.6,55.1
WGC_01746,SikaTop-142,2024-02-09 16:49:00,dark,black,1563,45.7,False,0.0,45.7
WGC_01071,SikaTop-122,2024-02-09 17:19:00,fine_white,grey,1579,44.5,False,0.0,44.5
WGC_01675,SikaTop-132,2024-02-09 18:43:00,coarse_grey,fine_black,1462,53.9,True,10.8,64.7
WGC_00057,SikaTop-142,2024-02-09 19:20:00,dark,black,1403,48.0,True,27.9,75.9
WGC_01141,SikaTop-151,2024-02-09 19:56:00,fine_dark,anthracite,1114,39.2,True,26.1,65.3
WGC_01177,SikaTop-152,2024-02-09 20:03:00,fine_dark,dark_fine,1288,52.2,True,29.8,82.0
WGC_00937,SikaRep-315,2024-02-09 20:14:00,coarse_white,light_coarse,1508,40.5,False,0.0,40.5
WGC_00427,SikaTop-132,2024-02-09 20:16:00,coarse_grey,black,1481,51.5,True,27.4,78.9
WGC_00752,SikaRep-221,2024-02-09 20:18:00,fine_dark,grey,1008,36.9,True,11.3,48.2
WGC_01870,SikaTop-162,2024-02-09 21:50:00,coarse_white,white_coarse,1374,43.1,True,26.9,69.9
WGC_01239,SikaTop-162,2024-02-09 22:44:00,coarse_white,coarse_light,1236,43.8,True,23.2,67.0
WGC_01887,SikaRep-212,2024-02-10 07:36:00,coarse_grey,concrete,1404,43.9,True,29.0,72.9
WGC_01459,SikaGrout-214,2024-02-10 08:10:00,coarse_grey,gray,1439,46.8,True,16.3,63.0
WGC_01560,SikaTop-132,2024-02-10 09:44:00,coarse_grey,natural,1805,56.9,False,0.0,56.9
WGC_00261,SikaTop-142,2024-02-10 11:25:00,dark,charcoal,1570,52.0,True,17.9,69.9
WGC_00268,SikaTop-162,2024-02-10 11:29:00,coarse_white,white,1792,52.8,True,26.0,78.8
WGC_00011,SikaRep-315,2024-02-10 12:41:00,coarse_white,light_coarse,1340,48.4,True,28.2,76.6
WGC_01615,SikaTop-162,2024-02-10 13:20:00,coarse_white,white_coarse,1563,45.2,True,27.4,72.5
WGC_00115,SikaTop-151,2024-02-10 14:20:00,fine_dark,dark_fine,1724,55.3,True,29.8,85.1
WGC_00654,SikaTop-132,2024-02-10 15:45:00,coarse_grey,concrete,1767,50.0,True,15.6,65.7
WGC_00949,SikaRep-221,2024-02-10 18:28:00,fine_dark,coarse_light,1819,42.5,True,20.1,62.6
WGC_01054,SikaTop-122,2024-02-10 18:49:00,fine_white,light,1386,46.0,True,17.1,63.1
WGC_01359,SikaRep-221,2024-02-10 18:52:00,fine_dark,anthracite,1328,44.3,True,14.0,58.3
WGC_00266,SikaTop-122,2024-02-10 19:09:00,fine_white,cream,1116,54.9,True,21.0,76.0
WGC_01907,SikaTop-132,2024-02-10 20:15:00,coarse_grey,black_fine,1448,47.8,True,29.6,77.4
WGC_01087,SikaTop-141,2024-02-10 20:35:00,dark,anthracite,1749,52.4,True,10.8,63.2
WGC_00647,SikaRep-315,2024-02-10 21:19:00,coarse_white,white_coarse,1136,50.5,True,28.1,78.7
WGC_01005,SikaTop-151,2024-02-10 21:48:00,fine_dark,black_fine,1754,46.4,True,26.3,72.7
WGC_01531,SikaTop-162,2024-02-10 22:06:00,fine_dark,light_coarse,1344,40.5,True,10.8,51.3
WGC_01833,SikaGrout-214,2024-02-11 06:07:00,coarse_grey,concrete,1218,53.0,True,28.1,81.1
WGC_01965,SikaGrout-315,2024-02-11 06:07:00,dark,white,1541,65.0,True,12.9,77.9
WGC_00902,SikaTop-141,2024-02-11 07:38:00,dark,black,1954,51.5,True,24.1,75.6
WGC_01076,SikaRep-212,2024-02-11 08:51:00,coarse_grey,natural,1227,43.7,True,13.7,57.4
WGC_01630,SikaTop-151,2024-02-11 08:57:00,fine_dark,dark,1653,49.4,True,10.6,60.0
WGC_01658,SikaGrout-315,2024-02-11 09:40:00,coarse_white,coarse_light,1321,58.7,False,0.0,58.7
WGC_00449,SikaColor-201,2024-02-11 10:10:00,dark,anthracite,1532,43.6,True,24.2,67.8
WGC_00946,SikaRep-315,2024-02-11 10:19:00,coarse_white,off-white,1645,54.2,True,16.2,70.3
WGC_01809,SikaRep-221,2024-02-11 10:46:00,fine_dark,dark,1240,47.9,True,18.4,66.2
WGC_01323,SikaTop-151,2024-02-11 14:13:00,fine_dark,black_fine,1846,60.4,True,18.2,78.6
WGC_00495,SikaTop-142,2024-02-11 14:16:00,dark,charcoal,1305,50.7,True,20.1,70.7
WGC_01979,SikaTop-141,2024-02-11 14:25:00,dark,anthracite,1246,52.1,True,12.4,64.4
WGC_01688,SikaTop-121,2024-02-11 17:02:00,fine_white,white,1852,52.2,True,27.5,79.7
WGC_01619,SikaTop-142,2024-02-11 17:36:00,dark,white_coarse,1275,41.5,True,27.9,69.4
WGC_01502,SikaRep-212,2024-02-11 17:37:00,coarse_grey,grey,1376,53.3,True,27.4,80.7
WGC_00759,SikaTop-122,2024-02-11 17:57:00,fine_white,fine_black,1454,53.0,True,28.1,81.2
WGC_00347,SikaGrout-315,2024-02-11 18:17:00,coarse_white,white_coarse,957,49.4,True,22.4,71.8
WGC_01943,SikaRep-221,2024-02-11 18:29:00,fine_dark,fine_black,1270,48.0,True,28.7,76.7
WGC_00405,SikaRep-212,2024-02-11 18:37:00,coarse_grey,grey,1832,49.8,True,12.6,62.4
WGC_00747,SikaRep-221,2024-02-11 20:01:00,fine_dark,fine_black,1718,54.8,True,24.8,79.6
WGC_00019,SikaGrout-212,2024-02-11 21:01:00,dark,off-white,1675,56.2,True,24.6,80.8
WGC_00710,SikaGrout-315,2024-02-11 22:44:00,coarse_white,dark_fine,1789,61.0,False,0.0,61.0
WGC_01665,SikaRep-212,2024-02-12 07:05:00,coarse_grey,concrete,1547,51.4,False,0.0,51.4
WGC_00852,SikaGrout-315,2024-02-12 08:07:00,coarse_white,coarse_light,1390,51.1,True,11.4,62.5
WGC_01381,SikaTop-132,2024-02-12 08:20:00,coarse_grey,gray,1679,48.6,True,28.2,76.8
WGC_01721,SikaTop-141,2024-02-12 08:29:00,dark,black,1157,49.3,True,12.0,61.2
WGC_00263,SikaTop-122,2024-02-12 09:26:00,fine_white,white,999,53.8,True,27.9,81.7
WGC_01597,SikaRep-315,2024-02-12 10:38:00,coarse_white,white_coarse,1533,47.2,True,11.7,58.9
WGC_01344,SikaRep-315,2024-02-12 10:51:00,coarse_white,light_coarse,2271,50.9,True,21.4,72.3
WGC_01119,SikaTop-152,2024-02-12 12:06:00,coarse_white,fine_black,1215,55.9,False,0.0,55.9
WGC_01428,SikaGrout-212,2024-02-12 12:29:00,fine_white,light,1876,51.5,True,16.8,68.3
WGC_01147,SikaRep-212,2024-02-12 14:19:00,coarse_grey,concrete,1557,52.8,True,20.6,73.4
WGC_00649,SikaTop-152,2024-02-12 14:23:00,fine_dark,dark,989,33.5,False,0.0,33.5
WGC_00052,SikaTop-132,2024-02-12 14:55:00,dark,natural,1661,47.0,False,0.0,47.0
WGC_01659,SikaRep-221,2024-02-12 16:41:00,fine_dark,anthracite,1342,48.6,True,22.8,71.4
WGC_00768,SikaGrout-214,2024-02-12 16:59:00,coarse_grey,grey,1492,41.1,True,15.7,56.8
WGC_01830,SikaTop-151,2024-02-12 17:39:00,fine_dark,fine_black,1928,52.2,True,16.8,69.0
WGC_01750,SikaTop-132,2024-02-12 17:53:00,coarse_grey,natural,1441,46.4,True,20.7,67.1
WGC_01077,SikaTop-132,2024-02-13 07:42:00,coarse_grey,grey,1336,52.5,False,0.0,52.5
WGC_00819,SikaGrout-315,2024-02-13 08:09:00,coarse_white,light_coarse,1018,46.1,True,20.0,66.1
WGC_00712,SikaGrout-214,2024-02-13 08:30:00,coarse_grey,dark_fine,2067,53.4,True,12.8,66.2
WGC_01970,SikaTop-122,2024-02-13 08:31:00,fine_white,fine_black,1155,47.8,True,17.1,65.0
WGC_00629,SikaTop-162,2024-02-13 09:51:00,coarse_white,white,1258,50.6,True,27.2,77.7
WGC_01925,SikaTop-152,2024-02-13 10:22:00,fine_dark,black_fine,1135,40.7,True,20.2,61.0
WGC_00959,SikaRep-315,2024-02-13 11:39:00,coarse_white,coarse_light,1087,43.0,True,14.4,57.4
WGC_00941,SikaTop-141,2024-02-13 12:38:00,dark,black,1663,46.4,True,27.6,74.1
WGC_01681,SikaGrout-214,2024-02-13 14:12:00,coarse_grey,natural,1395,37.9,True,17.1,55.0
WGC_01387,SikaTop-122,2024-02-13 15:10:00,fine_white,cream,1735,50.2,True,27.1,77.3
WGC_01310,SikaRep-315,2024-02-13 15:46:00,coarse_white,coarse_light,1920,57.0,False,0.0,57.0
WGC_01171,SikaRep-221,2024-02-13 18:54:00,fine_dark,dark,1483,55.9,False,0.0,55.9
WGC_01517,SikaTop-121,2024-02-13 19:16:00,fine_white,white,1666,48.9,True,13.7,62.6
WGC_01525,SikaTop-141,2024-02-13 19:58:00,coarse_grey,white,1505,52.4,True,22.3,74.7
WGC_01354,SikaTop-152,2024-02-13 20:50:00,fine_dark,cream,1756,63.2,True,18.1,81.3
WGC_00929,SikaRep-212,2024-02-14 06:05:00,dark,concrete,1761,57.0,True,20.4,77.5
WGC_01699,SikaTop-152,2024-02-14 08:13:00,fine_dark,dark,1753,58.3,True,14.1,72.5
WGC_01773,SikaRep-212,2024-02-14 08:20:00,coarse_grey,gray,1585,50.0,False,0.0,50.0
WGC_00051,SikaTop-132,2024-02-14 15:52:00,coarse_grey,grey,1695,45.8,False,0.0,45.8
WGC_00783,SikaRep-212,2024-02-14 16:17:00,dark,gray,650,41.6,True,19.2,60.7
WGC_00171,SikaGrout-214,2024-02-14 17:07:00,coarse_grey,natural,1481,54.6,True,23.4,77.9
WGC_00627,SikaRep-315,2024-02-14 17:52:00,coarse_white,coarse_light,1510,48.8,True,20.5,69.3
WGC_00457,SikaRep-221,2024-02-14 18:06:00,fine_dark,fine_black,1284,52.3,True,26.5,78.8
WGC_00178,SikaGrout-315,2024-02-14 19:07:00,coarse_white,light_coarse,1279,50.7,True,14.2,64.9
WGC_00708,SikaTop-122,2024-02-14 19:26:00,fine_white,natural,1893,60.9,True,16.8,77.7
WGC_00565,SikaGrout-212,2024-02-14 20:15:00,fine_white,light,2058,65.0,True,22.1,87.1
WGC_01896,SikaTop-162,2024-02-14 20:30:00,coarse_white,coarse_light,1543,51.8,True,21.5,73.4
WGC_00717,SikaTop-141,2024-02-14 20:39:00,fine_white,black,1709,50.4,True,22.1,72.5
WGC_01417,SikaTop-122,2024-02-14 21:39:00,fine_white,white_coarse,1649,56.8,True,18.4,75.2
WGC_01204,SikaTop-142,2024-02-14 22:45:00,dark,dark,1383,49.6,True,10.7,60.3
WGC_01373,SikaTop-162,2024-02-15 08:04:00,coarse_white,white,1095,43.9,True,29.5,73.4
WGC_00170,SikaTop-162,2024-02-15 09:36:00,coarse_white,black_fine,1170,49.1,True,16.9,66.0
WGC_01018,SikaGrout-315,2024-02-15 09:53:00,coarse_white,dark,1140,49.9,True,10.3,60.1
WGC_00512,SikaColor-201,2024-02-15 12:10:00,dark,anthracite,1056,46.5,False,0.0,46.5
WGC_01704,SikaTop-162,2024-02-15 12:26:00,coarse_white,white,1712,57.0,True,26.7,83.7
